0.419965525,0.419965525,-1
0.277102468,0.277102468,-1
0.685356153,0.685356153,1
0.938467681,0.938467681,1
0.095331803,0.095331803,0
0.369849012,0.369849012,-1
0.110215708,0.110215708,0
0.196339702,0.196339702,0
0.929629238,0.929629238,2
0.696011653,0.696011653,1
0.851589322,0.851589322,-1
0.389048235,0.389048235,-1
0.173940092,0.173940092,0
0.383242386,0.383242386,-1
0.947326163,0.947326163,1
0.495030897,0.495030897,-1
0.435574726,0.435574726,-1
0.168989493,0.168989493,0
0.927112191,0.927112191,2
0.178840259,0.178840259,0
0.950465988,0.950465988,2
0.946942996,0.946942996,2
0.161975968,0.161975968,0
0.948021202,0.948021202,-1
0.836205714,0.836205714,2
0.04989926,0.04989926,0
0.041750138,0.041750138,0
0.572707554,0.572707554,1
0.930782184,0.930782184,1
0.037316109,0.037316109,0
0.020712767,0.020712767,0
0.053917263,0.053917263,0
0.943559926,0.943559926,-1
0.075575792,0.075575792,0
0.091072199,0.091072199,0
0.107931875,0.107931875,0
0.028901641,0.028901641,0
0.284933788,0.284933788,-1
0.869261126,0.869261126,2
0.370863431,0.370863431,-1
0.908487952,0.908487952,2
0.949667985,0.949667985,2
0.818157884,0.818157884,-1
0.044134265,0.044134265,0
0.907034167,0.907034167,1
0.558958463,0.558958463,-1
0.044238694,0.044238694,0
0.11785316,0.11785316,0
0.506717032,0.506717032,2
0.523781341,0.523781341,2
0.422002495,0.422002495,-1
0.051313629,0.051313629,0
0.632501351,0.632501351,-1
0.540371068,0.540371068,-1
0.035080952,0.035080952,0
0.770448606,0.770448606,-1
0.661942126,0.661942126,2
0.641533667,0.641533667,-1
0.432708134,0.432708134,-1
0.648008965,0.648008965,2
0.847482501,0.847482501,1
0.426378215,0.426378215,-1
0.509974951,0.509974951,-1
0.293522912,0.293522912,-1
0.03543484,0.03543484,0
0.911720239,0.911720239,1
0.030418075,0.030418075,0
0.896725599,0.896725599,1
0.654842832,0.654842832,-1
0.221308507,0.221308507,-1
0.034397744,0.034397744,0
0.078866459,0.078866459,-1
0.102029239,0.102029239,0
0.872742851,0.872742851,1
0.105935777,0.105935777,0
0.294282969,0.294282969,-1
0.531585478,0.531585478,2
0.525948762,0.525948762,2
0.014212395,0.014212395,-1
0.053488493,0.053488493,0
0.226094864,0.226094864,-1
0.765695479,0.765695479,1
0.214878856,0.214878856,0
0.324151,0.324151,-1
0.039264743,0.039264743,0
0.751414592,0.751414592,1
0.969365608,0.969365608,-1
0.342230862,0.342230862,-1
0.171567726,0.171567726,-1
0.721587084,0.721587084,2
0.888185985,0.888185985,1
0.349792062,0.349792062,-1
0.040979541,0.040979541,0
0.747703424,0.747703424,1
0.099120359,0.099120359,-1
0.960864787,0.960864787,1
0.918793564,0.918793564,1
0.815108726,0.815108726,1
0.945646357,0.945646357,1
0.63575294,0.63575294,2
0.734397034,0.734397034,1
0.905264444,0.905264444,1
0.56962985,0.56962985,1
0.084020594,0.084020594,0
0.856037789,0.856037789,1
0.947911092,0.947911092,1
0.198829086,0.198829086,0
0.954782791,0.954782791,1
0.934551438,0.934551438,1
0.063198005,0.063198005,0
0.940234791,0.940234791,1
0.07936017,0.07936017,0
0.524377494,0.524377494,-1
0.451682349,0.451682349,-1
0.068802908,0.068802908,0
0.090121004,0.090121004,0
0.825949863,0.825949863,1
0.624220829,0.624220829,1
0.755549367,0.755549367,1
0.061252892,0.061252892,0
0.116071938,0.116071938,0
0.078907259,0.078907259,0
0.021307723,0.021307723,0
0.843253828,0.843253828,1
0.677958416,0.677958416,1
0.832879594,0.832879594,1
0.685646422,0.685646422,1
0.020033293,0.020033293,0
0.574577222,0.574577222,1
0.945202492,0.945202492,1
0.889310625,0.889310625,1
0.045936544,0.045936544,0
0.927027046,0.927027046,1
0.881406719,0.881406719,-1
0.828497305,0.828497305,1
0.146814944,0.146814944,0
0.64142156,0.64142156,1
0.229188206,0.229188206,-1
0.608811604,0.608811604,1
0.937891004,0.937891004,1
0.058071386,0.058071386,0
0.826432702,0.826432702,1
0.544578948,0.544578948,-1
0.617560941,0.617560941,2
0.783495233,0.783495233,1
0.041007349,0.041007349,0
0.046417758,0.046417758,0
0.893490394,0.893490394,2
0.454973667,0.454973667,2
0.678189187,0.678189187,1
0.023456573,0.023456573,-1
0.062256747,0.062256747,0
0.151876525,0.151876525,0
0.528105405,0.528105405,2
0.420335567,0.420335567,2
0.880324939,0.880324939,1
0.742972905,0.742972905,1
0.674525113,0.674525113,1
0.069354675,0.069354675,0
0.853759021,0.853759021,1
0.718927892,0.718927892,-1
0.034511157,0.034511157,0
0.027030771,0.027030771,0
0.046719894,0.046719894,0
0.672605254,0.672605254,-1
0.810928863,0.810928863,1
0.545711431,0.545711431,2
0.449962359,0.449962359,2
0.756050153,0.756050153,1
0.072269814,0.072269814,0
0.905095442,0.905095442,2
0.805172927,0.805172927,2
0.898245181,0.898245181,2
0.839233472,0.839233472,1
0.700532912,0.700532912,1
0.601439067,0.601439067,2
