0.613419343	0.456166342	0
0.539791056	0.378101032	0
0.718395817	0.352691595	0
0.650532223	0.62983555	0
0.307773166	0.518094824	1
0.632236825	0.612136564	0
0.480375431	0.688619377	0
0.762638242	0.687679226	0
0.518173232	0.223213865	0
0.08298228	0.55394611	0
0.17245532	0.467586015	0
0.134033582	0.511310243	1
0.267677256	0.463266279	0
0.231174951	0.544358297	1
0.559999586	0.338885267	0
0.135703583	0.615448023	1
0.721017277	0.722932486	0
0.049429341	0.592773848	0
0.247890955	0.473098665	1
0.772379481	0.689830482	0
0.697201649	0.755886246	0
0.0942451	0.683329939	1
0.333881754	0.405168815	1
0.044441643	0.629441063	1
0.725683613	0.30864862	0
0.399659589	0.454588385	1
0.761725219	0.363571521	0
0.762148206	0.364801778	0
0.269899296	0.460323391	0
0.098134332	0.687991533	1
0.471968096	0.356685011	0
0.222459974	0.493033568	1
0.566512768	0.311738383	0
0.651196722	0.432095574	1
0.686745729	0.452401592	1
0.984235322	0.488930616	0
0.220322742	0.633411787	1
0.751162494	0.813152803	0
0.761906433	0.777716969	0
0.086456099	0.545552181	1
0.569446449	0.277995124	0
0.081065756	0.575608819	1
0.794641975	0.767106119	0
0.112519624	0.534914834	1
0.144958105	0.574505386	1
0.078236726	0.629645149	1
0.199757171	0.551245576	1
0.126890333	0.522454177	1
0.652185798	0.846632814	0
0.032648081	0.594817815	1
0.233408643	0.538725988	1
0.087608705	0.532817814	1
0.76382936	0.354070711	1
0.579484065	0.274818089	0
0.11710198	0.585462092	1
0.662425118	0.825637955	0
0.183789919	0.571710443	1
0.621435754	0.883803303	0
0.145556041	0.645723247	1
0.224984291	0.620685534	1
0.040064005	0.638695094	1
0.557775207	0.822007364	0
0.078647265	0.642980004	1
0.594681276	0.792224534	0
0.172866949	0.563736908	1
0.764735863	0.405238198	1
0.101732427	0.6181668	1
0.681262427	0.805295221	0
0.134922616	0.470496371	1
0.506444698	0.260071977	0
0.062148987	0.598605089	1
0.283004592	0.60021629	1
0.262958228	0.691761361	1
0.204389427	0.518745959	1
0.498314263	0.638518483	1
0.175838193	0.560219996	1
0.672621197	0.393945419	1
0.569879056	0.484493827	1
0.707592115	0.367815803	1
0.246058427	0.418021662	1
0.602785933	0.228586229	0
0.044779578	0.55618169	1
0.80094216	0.672583219	1
0.056451838	0.569744445	1
0.328679243	0.465808149	1
0.733528464	0.893301606	0
0.196742952	0.591207173	1
0.717347425	0.642381341	1
0.31665957	0.503781413	1
0.194425919	0.651167535	1
0.176170057	0.542372659	1
0.47722128	0.766150643	0
0.03890508	0.597156062	1
0.590452029	0.869412824	0
0.639719955	0.60564497	1
0.104130981	0.57569988	1
0.750552598	0.879688214	0
0.034004067	0.587563424	1
0.410136412	0.475985532	1
0.771286254	0.312308285	1
0.660417071	0.675644317	1
0.086399814	0.712536611	1
0.74054576	0.79980038	0
0.38632444	0.664195185	1
0.162093516	0.662435647	1
0.300034434	0.624723165	1
0.181094904	0.556694934	1
0.329324469	0.498005819	1
0.114730349	0.508253122	1
0.08188984	0.613005942	1
0.280595888	0.598456876	1
0.530136717	0.772902735	0
0.766054526	0.362552832	1
0.132376772	0.659736393	1
0.377479591	0.415303081	1
0.789149689	0.829991807	0
0.108217083	0.505855	1
0.740155319	0.793470953	0
0.44224175	0.608119674	0
0.762353752	0.779598052	0
0.09780853	0.519358477	1
0.198377701	0.465188712	1
0.090276343	0.52654087	1
0.413293461	0.471218341	1
0.17939893	0.529234813	1
0.769958156	0.749241406	0
0.467023346	0.302108412	1
0.166848803	0.592362916	1
0.1998064	0.497197074	1
0.763653308	0.344534083	1
0.179965757	0.533676188	1
0.113713526	0.506060692	1
0.772737874	0.360038744	1
0.507055669	0.354783943	1
0.227162714	0.527002756	1
0.189402099	0.691129735	1
0.733383592	0.696879977	0
0.162965089	0.478086022	1
0.053848365	0.559439669	1
0.293640668	0.588189409	1
0.535123178	0.443771519	1
0.610314139	0.780669452	0
0.072597825	0.526644688	1
0.765825423	0.816722572	0
0.74452941	0.806825892	0
0.743664086	0.808110111	0
0.589473991	0.260129383	0
0.09190307	0.566415832	1
0.586565039	0.856992872	0
0.102353654	0.561633206	1
0.431101861	0.79225703	0
0.686537717	0.902072337	0
0.07740496	0.508927886	1
0.094287571	0.602587647	1
0.042489962	0.566386118	1
0.680022908	0.285699312	0
0.338137785	0.323120647	1
0.293451332	0.570454444	1
0.288838046	0.542992515	1
0.683832318	0.765472063	0
0.060138559	0.515307173	1
0.627019685	0.733620392	0
0.172699554	0.379135697	1
0.777791527	0.780763267	0
0.164676379	0.586992552	1
0.799402414	0.77719988	0
0.089186759	0.536105669	1
0.588099816	0.258221688	1
0.71838783	0.353115994	1
0.257486513	0.433073758	1
0.125285298	0.59163648	1
0.313472292	0.592260466	1
0.126453178	0.465316043	1
0.66535386	0.829455931	0
0.123479117	0.529594766	1
0.073627722	0.632256519	1
0.137690625	0.597628742	1
0.187636251	0.585354379	1
0.062654636	0.622398376	1
0.075831645	0.553932227	1
0.770119716	0.947100791	0
0.10882318	0.542966408	1
0.165762566	0.510865731	1
0.030951595	0.67073227	1
0.636847431	0.923691518	0
0.116516324	0.61731265	1
0.581897963	0.338141751	0
0.097809957	0.537452868	1
0.365889922	0.722382958	0
0.918261032	0.609041594	1
0.288986226	0.537324013	1
0.188957696	0.646909763	1
0.31461666	0.061549822	1
0.117939783	0.499988819	1
0.435734197	0.398783114	1
0.475898535	0.415793073	1
0.781121302	0.280415621	1
0.070658821	0.544979654	1
0.61668343	0.750327032	0
0.389730044	0.823970065	0
0.251694514	0.643873175	0
0.7014802	0.220542764	0
0.736448495	0.472966438	1
0.552194417	0.350197542	1
0.277946903	0.276786494	1
0.785396341	0.802562334	0
0.653425726	0.448778426	1
0.060815257	0.541140844	1
0.758891595	0.818629037	0
0.772110424	0.820285594	0
0.617161272	0.335665029	1
0.384334895	0.284364557	1
0.431231331	0.880262142	0
0.585587286	0.257892466	0
0.079085866	0.57783121	1
0.5770441	0.441063758	0
0.606398493	0.650327451	1
0.582749226	0.657785587	1
0.529109508	0.636238097	1
0.132520698	0.619739071	1
0.263153243	0.613871165	1
0.765058794	0.281089117	1
0.178581715	0.500274322	0
0.722459818	0.27532182	1
0.32615092	0.549455659	1
0.523513086	0.313472367	1
0.229078762	0.372824295	1
0.904156659	0.626458965	1
0.551483414	0.641071677	1
0.106294138	0.493975601	1
0.080678492	0.565211807	0
0.09910924	0.579456328	0
0.133192849	0.535179465	1
0.622752308	0.753141794	0
0.404172376	0.815066583	0
0.228771932	0.492231055	0
0.119221311	0.660730897	1
0.297984967	0.413323478	1
0.729843161	0.786148226	0
0.095029554	0.504916445	1
0.579255651	0.75655733	0
0.508857235	0.664169167	0
0.079715095	0.515829689	1
0.416829053	0.806398687	0
0.31361273	0.796339437	0
0.664868569	0.834349322	0
0.674586812	0.84735601	0
0.216628373	0.638951459	1
0.697242751	0.8039339	0
0.668637394	0.628870201	0
0.617310074	0.811375747	0
0.78561201	0.806203999	0
0.526472823	0.772153065	0
0.033798184	0.654033433	1
0.026591312	0.619522722	1
0.02447049	0.55100264	1
0.774837998	0.774771214	0
0.25519869	0.437141792	1
0.292389852	0.832778577	0
0.662940857	0.755460888	0
